Type,Corrected Date,Fleet,Vessel Name,Status,Report Type,VoyCondition,VoyageNo,TOTAL STEAMING TIME,MILES BY GPS,FUEL M E HS,FUEL M E LS,FUEL M E MGO HS,FUEL M E MGO LS,FUEL M E MDO,FUEL AUX HS,FUEL AUX LS,FUEL AUX MGO HS,FUEL AUX MGO LS,FUEL AUX MDO,FUEL BOILER HS,FUEL BOILER LS,FUEL BOILER MGO HS,FUEL BOILER MGO LS,FUEL BOILER MDO,POWER kW,CARGO TOTAL,TOTAL CO2,FUEL HS,FUEL LS,FUEL MGO HS,FUEL MGO LS,FUEL MDO,Depart_Arrival,CARGO TOTAL TEU,DepPort,ArrivalPort,DepEU,ArrivalEU,EU,TOTALFO,FillHS,FillLS,FillMDO,FillMGO,FillMGOLS,ROB Fuel HSFO ,ROB Fuel LSFO ,ROB Fuel MDO,ROB Fuel MGO,ROB Fuel MGO LS,Transport Work T,EEOI,Transport Work TEU,EEOIT
Bulker,11-05-17,4,B1,In Port,COSP,LADEN,32,0,0,0,0,6.11,0,0,0,0,0.98,0,0,0,0,0,0,0,0,29606.482,22.73054,0,0,7.09,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,7.09,0,0,0,0,0,0,0,0,0,0,,,,
Bulker,12-05-17,4,B1,At Sea,Noon at sea,LADEN,32,16,203,0.08,0,12.07,0,0,0.02,0,1.65,0,0,0,0,0,0,0,4292.1,29606.482,44.29956,0.1,0,13.72,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,13.82,0,0,0,0,0,0,0,0,0,0,,,,
Bulker,13-05-17,4,B1,At Sea,Noon at sea,LADEN,32,24,319,19.25,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,4395,29606.482,66.9977,21.45,0,0,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,21.45,0,0,0,0,0,0,0,0,0,0,,,,
Bulker,14-05-17,4,B1,At Sea,Noon at sea,LADEN,32,24,364,19.19,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,4380,29606.482,66.42614,21.27,0,0,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,21.27,0,0,0,0,0,0,0,0,0,0,,,,
Bulker,15-05-17,4,B1,At Sea,Noon at sea,LADEN,32,24,323,19.28,0,0,0,0,2.39,0,0,0,0,0,0,0,0,0,4366,29606.482,67.70026,21.67,0,0,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,21.67,0,0,0,0,0,0,0,0,0,0,,,,
Bulker,16-05-17,4,B1,At Sea,Noon at sea,LADEN,32,23,298,18.53,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,4380,29606.482,64.125496,20.59,0,0,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,20.59,0,0,0,0,0,0,0,0,0,0,8822731.636,7.268213366,0,0
Bulker,17-05-17,4,B1,At Sea,Noon at sea,LADEN,32,24,306,19.21,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,4321,29606.482,66.430152,21.33,0,0,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,21.33,0,0,0,0,0,0,0,0,0,0,9059583.492,7.332583453,0,0
Bulker,18-05-17,4,B1,At Sea,Noon at sea,LADEN,32,23,293,18.45,0,0,0,0,2.03,0,0,0,0,0,0,0,0,0,4366,29606.482,63.782912,20.48,0,0,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,20.48,0,0,0,0,0,0,0,0,0,0,8674699.226,7.35275199,0,0
Bulker,19-05-17,4,B1,At Sea,Noon at sea,LADEN,32,24,322,18.91,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,4292,29606.482,65.371256,20.99,0,0,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,20.99,0,0,0,0,0,0,0,0,0,0,9533287.204,6.857157935,0,0
Bulker,20-05-17,4,B1,At Sea,Noon at sea,LADEN,32,23,307,18.44,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,4380,29606.482,63.814056,20.49,0,0,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,20.49,0,0,0,0,0,0,0,0,0,0,9089189.974,7.020873827,0,0
Bulker,21-05-17,4,B1,At Sea,Noon at sea,LADEN,32,23,300,18.35,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,4380,29606.482,63.502616,20.39,0,0,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,20.39,0,0,0,0,0,0,0,0,0,0,8881944.6,7.149629823,0,0
Bulker,22-05-17,4,B1,At Sea,Noon at sea,LADEN,32,24,315,19.22,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,4410,29606.482,66.49244,21.35,0,0,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,21.35,0,0,0,0,0,0,0,0,0,0,9326041.83,7.12976,0,0
Bulker,23-05-17,4,B1,At Sea,Noon at sea,LADEN,32,23,302,18.61,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,4351,29606.482,64.343504,20.66,0,0,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,20.66,0,0,0,0,0,0,0,0,0,0,8941157.564,7.196328164,0,0
Bulker,24-05-17,4,B1,At Sea,Noon at sea,LADEN,32,24,318,19.28,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,4351,29606.482,66.710448,21.42,0,0,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,21.42,0,0,0,0,0,0,0,0,0,0,9414861.276,7.085653845,0,0
Bulker,25-05-17,4,B1,At Sea,Noon at sea,LADEN,32,23,300,18.34,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,4351,29606.482,63.502616,20.39,0,0,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,20.39,0,0,0,0,0,0,0,0,0,0,8881944.6,7.149629823,0,0
Bulker,26-05-17,4,B1,At Sea,EOSP,LADEN,32,23,297,18.43,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,4336,29606.482,64.218928,20.62,0,0,0,0,US MSY-IL HFA,0,US MSY,IL HFA,N,N,N,20.62,0,0,0,0,0,0,0,0,0,0,8793125.154,7.303311038,0,0
Bulker,27-05-17,4,B1,In Port,COSP,LADEN,32,0,0,3.5,0,0,0,0,1.93,0,0,0,0,0.65,0,0,0,0,0,29606.482,18.935552,6.08,0,0,0,0,GIGIB-IL HFA,0,GIGIB,IL HFA,Y,N,Y,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulker,27-05-17,4,B1,At Sea,Noon at sea,LADEN,32,5.5,76,4.46,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,4366,29606.482,15.509712,4.98,0,0,0,0,GIGIB-IL HFA,0,GIGIB,IL HFA,Y,N,Y,4.98,0,0,0,0,0,0,0,0,0,0,2250092.632,6.892921553,0,0
Bulker,28-05-17,4,B1,At Sea,Noon at sea,LADEN,32,24,297,19.82,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,4321,29606.482,68.392224,21.96,0,0,0,0,GIGIB-IL HFA,0,GIGIB,IL HFA,Y,N,Y,21.96,0,0,0,0,0,0,0,0,0,0,8793125.154,7.77792,0,0
Bulker,29-05-17,4,B1,At Sea,Noon at sea,LADEN,32,24,291,19.78,0,0,0,0,2.16,0,0,0,0,0,0,0,0,0,4278,29606.482,68.329936,21.94,0,0,0,0,GIGIB-IL HFA,0,GIGIB,IL HFA,Y,N,Y,21.94,0,0,0,0,0,0,0,0,0,0,8615486.262,7.931059713,0,0
Bulker,30-05-17,4,B1,At Sea,Noon at sea,LADEN,32,24,302,19.68,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,4162,29606.482,68.20536,21.9,0,0,0,0,GIGIB-IL HFA,0,GIGIB,IL HFA,Y,N,Y,21.9,0,0,0,0,0,0,0,0,0,0,8941459.564,7.627989537,0,0
Bulker,31-05-17,4,B1,At Sea,Noon at sea,LADEN,32,24,258,15.78,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,4307,29606.482,56.246064,18.06,0,0,0,0,GIGIB-IL HFA,0,GIGIB,IL HFA,Y,N,Y,18.06,0,0,0,0,0,0,0,0,0,0,7638988.356,7.36302523,0,0
Bulker,28-06-17,4,B1,In Port,COSP,LADEN,33,0,0,1.91,0,0,0,0,0.72,0,0,0,0,0.22,0,0,0,0,0,35315,8.87604,2.85,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulker,29-06-17,4,B1,At Sea,Noon at sea,LADEN,33,14.5,143,8.76,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,5005,35315,31.76688,10.2,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,10.2,0,0,0,0,0,0,0,0,0,0,5050045,6.290415234,0,0
Bulker,30-06-17,4,B1,At Sea,Noon at sea,LADEN,33,24,258,18.78,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,5011,35315,65.4024,21,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,21,0,0,0,0,0,0,0,0,0,0,9111270,7.178187015,0,0
Bulker,01-07-17,4,B1,At Sea,Noon at sea,LADEN,33,24,192,11.89,0,0,0,0,1.73,0,0.51,0,0,0,0,0,0,0,4828,35315,44.053188,13.62,0,0.51,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,14.13,0,0,0,0,0,0,0,0,0,0,6780480,6.497060385,0,0
Bulker,02-07-17,4,B1,At Sea,Noon at sea,LADEN,33,24,277,18.7,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,5011,35315,65.153248,20.92,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,20.92,0,0,0,0,0,0,0,0,0,0,9782255,6.660350604,0,0
Bulker,03-07-17,4,B1,At Sea,Noon at sea,LADEN,33,25,278,18.72,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0,5017,35315,65.184392,20.93,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,20.93,0,0,0,0,0,0,0,0,0,0,9817570,6.63956478,0,0
Bulker,04-07-17,4,B1,At Sea,Noon at sea,LADEN,33,24,263,18.7,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0,5011,35315,65.122104,20.91,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,20.91,0,0,0,0,0,0,0,0,0,0,9287845,7.011540783,0,0
Bulker,05-07-17,4,B1,At Sea,Noon at sea,LADEN,33,24,279,18.65,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,4950,35315,64.997528,20.87,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,20.87,0,0,0,0,0,0,0,0,0,0,9852885,6.596801647,0,0
Bulker,06-07-17,4,B1,At Sea,Noon at sea,LADEN,33,24,256,18.67,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0,5011,35315,65.028672,20.88,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,20.88,0,0,0,0,0,0,0,0,0,0,9040640,7.192927934,0,0
Bulker,07-07-17,4,B1,At Sea,Noon at sea,LADEN,33,19.5,216,16.13,0,0,0,0,2.24,0,0,0,0,0.12,0,0,0,0,5017,35315,57.585256,18.49,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,18.49,0,0,0,0,0,0,0,0,0,0,7628040,7.54915496,0,0
Bulker,08-07-17,4,B1,At Sea,Noon at sea,LADEN,33,24,274,18.68,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0,5017,35315,65.059816,20.89,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,20.89,0,0,0,0,0,0,0,0,0,0,9676310,6.723618404,0,0
Bulker,09-07-17,4,B1,At Sea,Noon at sea,LADEN,33,25,294,18.69,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0,5011,35315,65.09096,20.9,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,20.9,0,0,0,0,0,0,0,0,0,0,10382610,6.269229028,0,0
Bulker,10-07-17,4,B1,At Sea,Noon at sea,LADEN,33,25,290,18.92,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,5011,35315,66.056424,21.21,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,21.21,0,0,0,0,0,0,0,0,0,0,10241350,6.449972318,0,0
Bulker,11-07-17,4,B1,At Sea,Noon at sea,LADEN,33,24,288,18.65,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0,5017,35315,64.966384,20.86,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,20.86,0,0,0,0,0,0,0,0,0,0,10170720,6.387589473,0,0
Bulker,12-07-17,4,B1,At Sea,Noon at sea,LADEN,33,25,310,18.91,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,5365,35315,65.994136,21.19,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,21.19,0,0,0,0,0,0,0,0,0,0,10947650,6.028155449,0,0
Bulker,13-07-17,4,B1,At Sea,Noon at sea,LADEN,33,24,310,18.64,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,5194,35315,64.904096,20.84,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,20.84,0,0,0,0,0,0,0,0,0,0,10947650,5.928587048,0,0
Bulker,14-07-17,4,B1,At Sea,Noon at sea,LADEN,33,25,308,18.91,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,5200,35315,65.931848,21.17,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,21.17,0,0,0,0,0,0,0,0,0,0,10877020,6.061572747,0,0
Bulker,15-07-17,4,B1,At Sea,Noon at sea,LADEN,33,24,285,18.63,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,5194,35315,64.872952,20.83,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,20.83,0,0,0,0,0,0,0,0,0,0,10064775,6.445544188,0,0
Bulker,16-07-17,4,B1,At Sea,Noon at sea,LADEN,33,25,298,18.91,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,5194,35315,65.962992,21.18,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,21.18,0,0,0,0,0,0,0,0,0,0,10523870,6.267940596,0,0
Bulker,17-07-17,4,B1,At Sea,Noon at sea,LADEN,33,24,288,18.58,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,5200,35315,64.717232,20.78,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,20.78,0,0,0,0,0,0,0,0,0,0,10170720,6.363092485,0,0
Bulker,18-07-17,4,B1,At Sea,Noon at sea,LADEN,33,25,283,18.9,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,5194,35315,65.931848,21.17,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,21.17,0,0,0,0,0,0,0,0,0,0,9994145,6.597047371,0,0
Bulker,19-07-17,4,B1,At Sea,Noon at sea,LADEN,33,24,291,18.57,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,5200,35315,64.686088,20.77,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,20.77,0,0,0,0,0,0,0,0,0,0,10276665,6.294463038,0,0
Bulker,20-07-17,4,B1,At Sea,Noon at sea,LADEN,33,24,283,18.56,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,5194,35315,64.654944,20.76,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,20.76,0,0,0,0,0,0,0,0,0,0,9994145,6.469282165,0,0
Bulker,21-07-17,4,B1,At Sea,Noon at sea,LADEN,33,25,288,18.9,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,5206,35315,65.900704,21.16,0,0,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,21.16,0,0,0,0,0,0,0,0,0,0,10170720,6.479453175,0,0
Bulker,22-07-17,4,B1,At Sea,Noon at sea,LADEN,33,21.5,252,5.8,0,10.69,0,0,0.67,0,1.85,0,0,0.11,0,0,0,0,5194,35315,60.695992,6.58,0,12.54,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,19.12,0,0,0,0,0,0,0,0,0,0,8899380,6.820249501,0,0
Bulker,22-07-17,4,B1,At Sea,EOSP,LADEN,33,7,82,0,0,5.48,0,0,0,0,0.64,0,0,0,0,0,0,0,5194,35315,19.62072,0,0,6.12,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,6.12,0,0,0,0,0,0,0,0,0,0,2895830,6.775508231,0,0
Bulker,23-07-17,4,B1,In Port,Noon at Anchor,LADEN,33,0,0,0,0,7.31,0,0,0,0,2.06,0,0,0,0,0.24,0,0,0,33955,30.80966,0,0,9.61,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,9.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulker,24-07-17,4,B1,In Port,Noon at Anchor,LADEN,33,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,1.11,0,0,0,28423,10.77216,0,0,3.36,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulker,25-07-17,4,B1,In Port,Noon at Anchor,LADEN,33,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,1.1,0,0,0,21740,10.64392,0,0,3.32,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulker,26-07-17,4,B1,In Port,Noon at Anchor,LADEN,33,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,1.11,0,0,0,14318,10.67598,0,0,3.33,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulker,27-07-17,4,B1,In Port,Noon at Anchor,LADEN,33,0,0,0,0,0,0,0,0,0,2.23,0,0,0,0,1.12,0,0,0,8339,10.7401,0,0,3.35,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulker,28-07-17,4,B1,In Port,Noon at Anchor,LADEN,33,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,1.1,0,0,0,1100,11.66984,0,0,3.64,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulker,29-07-17,4,B1,In Port,Noon at Anchor,BALLAST,33,0,0,0,0,1.23,0,0,0,0,2.6,0,0,0,0,1.01,0,0,0,0,15.51704,0,0,4.84,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulker,30-07-17,4,B1,In Port,Noon at Anchor,BALLAST,33,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,1,0,0,0,0,10.2592,0,0,3.2,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulker,31-07-17,4,B1,In Port,Noon at Anchor,BALLAST,33,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,1,0,0,0,0,10.2592,0,0,3.2,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulker,01-08-17,4,B1,In Port,Noon at Anchor,BALLAST,33,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0.97,0,0,0,0,10.22714,0,0,3.19,0,0,ASHDOD-NOLA,0,ASHDOD,NOLA,N,N,N,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulker,29-08-17,4,B1,In Port,COSP,LADEN,35,0,0,0,0,0,0,0,0.28,0,0,0,0,0.11,0,0,0,0,0,38500.16,1.214616,0.39,0,0,0,0,PATACHE-BALBOA,0,PATACHE,BALBOA,N,N,N,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulker,29-08-17,4,B1,At Sea,Noon at sea,LADEN,35,1.3,15,0.96,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,5145,38500.16,3.363552,1.08,0,0,0,0,PATACHE-BALBOA,0,PATACHE,BALBOA,N,N,N,1.08,0,0,0,0,0,0,0,0,0,0,577502.4,5.824308263,0,0
Bulker,30-08-17,4,B1,At Sea,Noon at sea,LADEN,35,24,291,18.74,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,5145,38500.16,65.215536,20.94,0,0,0,0,PATACHE-BALBOA,0,PATACHE,BALBOA,N,N,N,20.94,0,0,0,0,0,0,0,0,0,0,11203546.56,5.820972462,0,0
Bulker,31-08-17,4,B1,At Sea,Noon at sea,LADEN,35,25,317,19.52,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,5206,38500.16,67.925064,21.81,0,0,0,0,PATACHE-BALBOA,0,PATACHE,BALBOA,N,N,N,21.81,0,0,0,0,0,0,0,0,0,0,12204550.72,5.565552191,0,0
Bulker,01-09-17,4,B1,At Sea,Noon at sea,LADEN,35,24,306,18.73,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,5243,38500.16,65.184392,20.93,0,0,0,0,PATACHE-BALBOA,0,PATACHE,BALBOA,N,N,N,20.93,0,0,0,0,0,0,0,0,0,0,11781048.96,5.532987107,0,0
Bulker,02-09-17,4,B1,At Sea,Noon at sea,LADEN,35,25,323,19.53,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,5243,38500.16,67.862776,21.79,0,0,0,0,PATACHE-BALBOA,0,PATACHE,BALBOA,N,N,N,21.79,0,0,0,0,0,0,0,0,0,0,12435551.68,5.457158456,0,0
Bulker,03-09-17,4,B1,At Sea,Noon at sea,LADEN,35,24,279,18.74,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0,5255,38500.16,65.24668,20.95,0,0,0,0,PATACHE-BALBOA,0,PATACHE,BALBOA,N,N,N,20.95,0,0,0,0,0,0,0,0,0,0,10741544.64,6.074236266,0,0
Bulker,04-09-17,4,B1,At Sea,Noon at sea,LADEN,35,24,280,18.73,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,5249,38500.16,65.184392,20.93,0,0,0,0,PATACHE-BALBOA,0,PATACHE,BALBOA,N,N,N,20.93,0,0,0,0,0,0,0,0,0,0,10780044.8,6.046764481,0,0
Bulker,05-09-17,4,B1,At Sea,Noon at sea,LADEN,35,18.3,211,13.27,0,1.01,0,0,1.55,0,0.11,0,0,0,0,0,0,0,5243,38500.16,49.746128,14.82,0,1.12,0,0,PATACHE-BALBOA,0,PATACHE,BALBOA,N,N,N,15.94,0,0,0,0,0,0,0,0,0,0,8123533.76,6.123705455,0,0
Bulker,05-09-17,4,B1,In Port,Noon at Anchor,LADEN,35,0,0,0,0,0.17,0,0,0,0,0.58,0,0,0,0,0.2,0,0,0,38500.16,3.0457,0,0,0.95,0,0,PATACHE-BALBOA,0,PATACHE,BALBOA,N,N,N,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulker,10-01-17,4,B2,In Port,COSP,BALLAST,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130,0,0,0,0,0,0,0,FRFOS-USORF,0,FRFOS,USORF,Y,N,Y,0,0,0,0,0,0,1574.081,0,0,54.72,359.464,0,0,0,0
Bulker,10-01-17,4,B2,In Port,At Port,LADEN,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89334.742,12.1828,0,0,0,3.8,0,FRFOS-USORF,0,FRFOS,USORF,Y,N,Y,3.8,0,0,0,0,0,1574.081,0,0,54.72,355.664,0,0,0,0
Bulker,10-01-17,4,B2,In Port,Departure Berth,BALLAST,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6412,0,0,0,0.2,0,FRFOS-USORF,0,FRFOS,USORF,Y,N,Y,0.2,0,0,0,0,0,1574.081,0,0,54.72,355.464,0,0,0,0
Bulker,11-01-17,4,B2,At Sea,Noon at sea,LADEN,114,20,250,22,0,0,0,0,3,0,0,0,0,0,0,0.2,0,0,5920,89334.742,78.5012,25,0,0.2,0,0,FRFOS-USORF,0,FRFOS,USORF,Y,N,Y,25.2,0,0,0,0,0,1549.081,0,0,54.52,355.464,22333685.5,3.514923679,0,0
Bulker,12-01-17,4,B2,At Sea,Noon at sea,LADEN,114,24,311,25.9,0,0,0,0,3.3,0,0,0,0,0,0,0.2,0,0,5900,89334.742,91.58168,29.2,0,0.2,0,0,FRFOS-USORF,0,FRFOS,USORF,Y,N,Y,29.4,0,0,0,0,0,1519.881,0,0,54.32,355.464,27783104.76,3.296308342,0,0
Bulker,13-01-17,4,B2,At Sea,Noon at sea,LADEN,114,25,320,26.9,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,5835,89334.742,94.36632,30.3,0,0,0,0,FRFOS-USORF,0,FRFOS,USORF,Y,N,Y,30.3,0,0,0,0,0,1489.581,0,0,54.32,355.464,28587117.44,3.301008582,0,0
Bulker,14-01-17,4,B2,At Sea,Noon at sea,LADEN,114,24,290,23.7,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,5404,89334.742,84.0888,27,0,0,0,0,FRFOS-USORF,0,FRFOS,USORF,Y,N,Y,27,0,0,0,0,0,1462.581,0,0,54.32,355.464,25907075.18,3.245785154,0,0
Bulker,15-01-17,4,B2,At Sea,Noon at sea,LADEN,114,25,299,24.6,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,5452,89334.742,87.51464,28.1,0,0,0,0,FRFOS-USORF,0,FRFOS,USORF,Y,N,Y,28.1,0,0,0,0,0,1434.481,0,0,54.32,355.464,26711087.86,3.276341288,0,0
Bulker,16-01-17,4,B2,At Sea,Noon at sea,LADEN,114,24,295,23.4,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,5329,89334.742,83.15448,26.7,0,0,0,0,FRFOS-USORF,0,FRFOS,USORF,Y,N,Y,26.7,0,0,0,0,0,1407.781,0,0,54.32,355.464,26353748.89,3.155318826,0,0
Bulker,17-01-17,4,B2,At Sea,Noon at sea,LADEN,114,24,270,24.1,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,5536,89334.742,85.33456,27.4,0,0,0,0,FRFOS-USORF,0,FRFOS,USORF,Y,N,Y,27.4,0,0,0,0,0,1380.381,0,0,54.32,355.464,24120380.34,3.537861294,0,0
Bulker,18-01-17,4,B2,At Sea,Noon at sea,LADEN,114,25,226,26.8,0,0,0,0,3.5,0,0,0,0,0,0,0.2,0,0,5835,89334.742,95.00752,30.3,0,0.2,0,0,FRFOS-USORF,0,FRFOS,USORF,Y,N,Y,30.5,0,0,0,0,0,1350.081,0,0,54.12,355.464,20189651.69,4.705753296,0,0
Bulker,19-01-17,4,B2,At Sea,Noon at sea,LADEN,114,24,180,25.9,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,89334.742,91.8748,29.5,0,0,0,0,FRFOS-USORF,0,FRFOS,USORF,Y,N,Y,29.5,0,0,0,0,0,1320.581,0,0,54.12,355.464,16080253.56,5.713516871,0,0
Bulker,20-01-17,4,B2,At Sea,Noon at sea,LADEN,114,25,251,33.2,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,7145,89334.742,119.9044,38.5,0,0,0,0,FRFOS-USORF,0,FRFOS,USORF,Y,N,Y,38.5,0,0,0,0,0,1282.081,0,0,54.12,355.464,22423020.24,5.347379555,0,0
