Corrected Date,Fleet,Vessel Name,Status,Report Type,VoyCondition,VoyageNo,Departure Date,Arrival Date,Berthing Date,CharterPartySpeed,CharterPartyCons,COSP Date,COSP Time,EOSP Date,EOSP Time,ETA,ETB,ETD,Date Berthed,Date Anchored,TOTAL STEAMING TIME,MILES BY GPS,Distance to Go,STW,SOG,Stoppages,DepPort,ArrivalPort,DRAFT FWD,DRAFT AFT,DRAFT,Displacement,WindForce,WindSpeed(kn),WindDirection,SEA STATE,Lattitude,Longitude,FUEL M E HS,FUEL M E LS,FUEL M E MGO HS,FUEL M E MDO,FUEL AUX HS,FUEL AUX LS,FUEL AUX MGO HS,FUEL AUX MDO,FUEL BOILER HS,FUEL BOILER LS,FUEL BOILER MGO HS,FUEL BOILER MDO,CONS MECC,CONS MECYL LOWBN,MECYLLube HighBN,CONS AECC,CONS_HYD,GeneratedFreshWater,ConsumedFreshWater,RPM,EngineDistance,SLIP,POWER kW,METhermalLoad(%),MELoadIndicator,METCNo1RPM,METCNo2RPM,MESCAVPressure(BAR),SCAVTEMP,ExhTempMin,ExhTempMax,LubeOilPressure(BAR),SW TEMP,EngRoomTemp,AUX1Load,AUX2Load,AUX3Load,AUX4Load,TotalAUXLoad,STEAMING.TIME.AUX.1,STEAMING.TIME.AUX.2,STEAMING.TIME.AUX.3,STEAMING.TIME.AUX.4,CARGO TOTAL,TOTAL Cargo Loaded, TOTAL Cargo Discharged,TOTAL CO2,FUEL HS,FUEL LS,FUEL MGO HS,FUEL MDO,Depart_Arrival,FO per 24Hrs,SFOC,SCOC,FUEL MGO LS,lat,long
21-04-17,4,A2,At Sea,Noon at sea,LADEN,25,31-03-17,0,0,13,22,31.MAR.17,0.833333333,0,00-Jan-00,26.APR.17,0,0,0,0,24,272,1340,12.3,11.3,0,SILLAMAE,RIO GRANDE,10.3,10.4,10.35,50036.1,6,25,160,5,16.24 S,035.04 W,19.25,0,0,0,1.85,0,0,0,0,0,0,0,0,0,134,0,0,14,5,86.53,326.2,16.61,4114,77.8,78,16920,0,2,42,355,376,2.2,15,39,0,0,415,0,415,0,0,24,0,38100,38100,0,65.8756,21.1,0,0,0,SILLAMAE-RIO GRANDE,19.25,194.9643494,1.221438989,0,-16.4,-35.06666667
22-04-17,4,A2,At Sea,Noon at sea,LADEN,25,31-03-17,0,0,13,22,31.MAR.17,0.833333333,0,00-Jan-00,26.APR.17,0,0,0,0,24,274,1066,11.4,11.4,0,SILLAMAE,RIO GRANDE,10.3,10.4,10.35,50029.1,4,17,45,3,20.32 S,037.06 W,19.17,0,0,0,1.84,0,0,0,0,0,0,0,0,0,134,0,0,14,5,86.67,326.7,16.14,4110,77.68,78,16890,0,2,42,356,374,2.2,16,39,0,0,415,0,415,0,0,24,0,38100,38100,0,65.59442,21.01,0,0,0,SILLAMAE-RIO GRANDE,19.17,194.3430657,1.222627737,0,-20.53333333,-37.1
23-04-17,4,A2,At Sea,Noon at sea,LADEN,25,31-03-17,0,0,13,22,31.MAR.17,0.833333333,0,00-Jan-00,26.APR.17,0,0,0,0,24,281,785,11.6,11.7,0,SILLAMAE,RIO GRANDE,10.3,10.4,10.35,50016.1,6,25,135,5,23.52 S,040.34 W,18.5,0,0,0,1.84,0,0,0,0,0,0,0,0,0,131,0,0,14,5,86.53,326.2,13.85,4053,76.66,78,16910,0,1.9,40,356,374,2.2,14,39,0,0,415,0,415,0,0,24,0,38100,38100,0,63.50804,20.34,0,0,0,SILLAMAE-RIO GRANDE,18.5,190.1883379,1.212065137,0,-23.86666667,-40.56666667
24-04-17,4,A2,At Sea,Noon at sea,LADEN,25,31-03-17,0,0,13,22,31.MAR.17,0.833333333,0,00-Jan-00,26.APR.17,0,0,0,0,24,265,520,11.9,11.04,0,SILLAMAE,RIO GRANDE,10.3,10.4,10.35,50003.1,6,26,135,5,26.48 S,044.17 W,19.56,0,0,0,1.85,0,0,0,0,0,0,0,0,0,130,0,0,14,14,86.46,325.9,18.69,4175,79.01,80,17110,0,2.1,42,348,369,2.2,14,37,210,0,415,0,420,1,0,24,0,38100,38100,0,66.84094,21.41,0,0,0,SILLAMAE-RIO GRANDE,19.56,195.2095808,1.167664671,0,-26.8,-44.28333333
25-04-17,4,A2,At Sea,Noon at sea,LADEN,25,31-03-17,0,0,13,22,31.MAR.17,0.833333333,0,00-Jan-00,26.APR.17,0,0,0,0,25,302,218,12,12.08,0,SILLAMAE,RIO GRANDE,10.3,10.4,10.35,49990.1,6,25,50,5,30.06 S,048.36 W,21.1,0,0,0,1.88,0,0,0,0,0,0,0,0,0,149,0,0,16,14,88.93,349.2,13.52,4235,77.92,82,17410,0,2.2,44,359,376,2.2,13,37,210,0,400,0,430,5,0,25,0,38100,38100,0,71.73268,22.98,0,0,0,SILLAMAE-RIO GRANDE,20.256,199.2916175,1.266587957,0,-30.1,-48.6
26-04-17,4,A2,In Port,Noon at Drifting,LADEN,25,0,26.04.2017,0,0,0,0,0,26.04.2017,14-May-01,0,03.05.2017,0,0,0,0,0,0,0,0,NIL,SILLAMAE,RIO GRANDE,10.6,10.6,10.6,49977.1,8,38,225,6,32.08 S,051.41 W,14.41,0,0,0,1.89,0,0,0,0.32,0,0,0,0,0,94,60,0,8,12,88.53,236.4,12.86,4230,78.28,80,17250,0,2.2,44,339,363,2.2,13,37,180,180,350,0,400,8,3,24,0,38100,38100,0,51.958,16.62,0,0,0,SILLAMAE-RIO GRANDE,0,0,0,0,-32.13333333,-51.68333333
27-04-17,4,A2,In Port,Noon at Anchor,LADEN,25,0,26.04.2017,0,0,0,0,0,26.04.2017,14-May-01,0,03.05.2017,0,0,26.04.2017,0,0,0,0,0,NIL,SILLAMAE,RIO GRANDE,10.6,10.6,10.6,49970.1,7,30,220,5,32.11 S,051.44 W,0.58,0,0,0,2.08,0,0,0,1.04,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.2,10,26,180,0,300,0,350,7,0,24,0,38100,38100,0,11.80884,3.7,0,0,0,SILLAMAE-RIO GRANDE,0,0,0,0,-32.18333333,-51.73333333
28-04-17,4,A2,In Port,Noon at Anchor,LADEN,25,0,26.04.2017,0,0,0,0,0,26.04.2017,14-May-01,0,03.05.2017,0,0,26.04.2017,0,0,0,0,0,0,SILLAMAE,RIO GRANDE,10.6,10.6,10.6,49967.1,5,21,220,3,32.11 S,051.44 W,0,0,0,0,1.84,0,0,0,1.06,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.2,10,29,0,0,320,0,320,0,0,24,0,38100,38100,0,9.2974,2.9,0,0,0,SILLAMAE-RIO GRANDE,0,0,0,0,-32.18333333,-51.73333333
29-04-17,4,A2,In Port,Noon at Anchor,LADEN,25,0,26.04.2017,0,0,0,0,0,26.04.2017,14-May-01,0,03.05.2017,0,0,26.04.2017,0,0,0,0,0,0,SILLAMAE,RIO GRANDE,10.6,10.6,10.6,49963.1,4,16,225,2,32.11 S,051.44 W,0,0,0,0,1.88,0,0,0,1.04,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.2,10,27,0,0,320,0,320,0,0,24,0,38100,38100,0,9.36152,2.92,0,0,0,SILLAMAE-RIO GRANDE,0,0,0,0,-32.18333333,-51.73333333
30-04-17,4,A2,In Port,Noon at Anchor,LADEN,25,0,26.04.2017,0,0,0,0,0,26.04.2017,14-May-01,0,03.05.2017,0,0,26.04.2017,0,0,0,0,0,0,SILLAMAE,RIO GRANDE,10.6,10.6,10.6,49960.1,2,6,45,1,32.11 S,051.44 W,0,0,0,0,1.92,0,0,0,1.1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.2,11,30,0,0,350,0,350,0,0,24,0,38100,38100,0,9.68212,3.02,0,0,0,SILLAMAE-RIO GRANDE,0,0,0,0,-32.18333333,-51.73333333
01-05-17,4,A2,In Port,Noon at Anchor,LADEN,25,0,26.04.2017,0,0,0,0,0,26.04.2017,14-May-01,0,03.05.2017,0,0,26.04.2017,0,0,0,0,0,0,SILLAMAE,RIO GRANDE,10.6,10.6,10.6,49957.1,2,6,50,1,32.11 S,051.44 W,0,0,0,0,1.88,0,0,0,1.1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.2,11,30,0,0,350,0,350,0,0,24,0,38100,38100,0,9.55388,2.98,0,0,0,SILLAMAE-RIO GRANDE,0,0,0,0,-32.18333333,-51.73333333
02-05-17,4,A2,In Port,Noon at Anchor,LADEN,25,0,26.04.2017,0,0,0,0,0,26.04.2017,14-May-01,0,03.05.2017,0,0,26.04.2017,0,0,0,0,0,0,SILLAMAE,RIO GRANDE,10.6,10.6,10.6,49953.1,2,6,50,1,32.11 S,051.44 W,0,0,0,0,1.86,0,0,0,1.08,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.2,11,31,350,0,0,0,350,24,0,0,0,38100,38100,0,9.42564,2.94,0,0,0,SILLAMAE-RIO GRANDE,0,0,0,0,-32.18333333,-51.73333333
03-05-17,4,A2,In Port,Noon at Anchor,LADEN,25,0,26.04.2017,0,0,0,0,0,26.04.2017,14-May-01,0,04.05.2017,0,0,26.04.2017,0,0,0,0,0,0,SILLAMAE,RIO GRANDE,10.6,10.6,10.6,49950.1,3,9,45,1,32.11 S,051.44 W,0,0,0,0,1.92,0,0,0,1.1,0,0,0,0,0,0,60,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2.2,11,31,350,0,0,0,350,24,0,0,0,38100,38100,0,9.68212,3.02,0,0,0,SILLAMAE-RIO GRANDE,0,0,0,0,-32.18333333,-51.73333333
04-05-17,4,A2,In Port,Noon at Anchor,LADEN,25,0,26.04.2017,0,0,0,0,0,26.04.2017,14-May-01,0,07.05.2017,0,0,26.04.2017,0,0,0,0,0,0,SILLAMAE,RIO GRANDE,10.6,10.6,10.6,49948.1,3,10,45,1,32.11 S,051.44 W,0,0,0,0,1.87,0,0,0,1.06,0,0,0,0,0,0,120,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,32,350,0,0,0,350,24,0,0,0,38100,38100,0,9.39358,2.93,0,0,0,SILLAMAE-RIO GRANDE,0,0,0,0,-32.18333333,-51.73333333
05-05-17,4,A2,In Port,Noon at Anchor,LADEN,25,0,26.04.2017,0,0,0,0,0,26.04.2017,14-May-01,0,07.05.2017,0,0,26.04.2017,0,0,0,0,0,NA,SILLAMAE,RIO GRANDE,10.6,10.6,10.6,49945.1,3,9,135,1,32.11 S,051.52 W,0,0,0,0,1.85,0,0,0,1.08,0,0,0,0,0,0,60,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,31,350,0,165,0,360,24,0,2,0,38100,38100,0,9.39358,2.93,0,0,0,SILLAMAE-RIO GRANDE,0,0,0,0,-32.18333333,-51.86666667
06-05-17,4,A2,In Port,Noon at Anchor,LADEN,25,0,26.04.2017,0,0,0,0,0,26.04.2017,14-May-01,0,07.05.2017,0,0,26.04.2017,0,0,0,0,0,NA,SILLAMAE,RIO GRANDE,10.6,10.6,10.6,49942.1,4,11,45,2,32.11 S,051.52 W,0,0,0,0,1.86,0,0,0,1.02,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,32,350,0,0,0,350,24,0,0,0,38100,38100,0,9.23328,2.88,0,0,0,SILLAMAE-RIO GRANDE,0,0,0,0,-32.18333333,-51.86666667
07-05-17,4,A2,In Port,Noon at Anchor,LADEN,25,0,26.04.2017,0,0,0,0,0,26.04.2017,14-May-01,0,07.05.2017,0,0,26.04.2017,0,0,0,0,0,NA,SILLAMAE,RIO GRANDE,10.6,10.6,10.6,49939.1,4,16,45,2,32.11 S,051.52 W,0,0,0,0,1.84,0,0,0,1.08,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,32,340,0,0,0,340,24,0,0,0,38100,38100,0,9.36152,2.92,0,0,0,SILLAMAE-RIO GRANDE,0,0,0,0,-32.18333333,-51.86666667
08-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,13.05.2017,08.05.2017,0,0,0,0,0,0,NA,NA,NA,10.14,10.44,10.29,48135.2,3,9,50,1,32.04 S,052.05 W,1.35,0,0,0,1.97,0,0,0,1.02,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,33,330,0,180,0,375,24,0,6,0,37650,37650,450,13.78984,4.34,0,0,0,NA-NA,0,0,0,0,-32.06666667,-52.08333333
09-05-17,4,A2,In Port,At Port,LADEN,25,00-Jan-00,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,13.05.2017,08.05.2017,0,0,0,0,0,0,0,0,0,9.28,9.98,9.63,44584.44,3,9,50,1,32.04 S,052.05 W,0,0,0,0,1.82,0,0,0,1.07,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,33,340,0,0,0,340,24,0,0,0,34783.86,34783.86,2866.14,9.26534,2.89,0,0,0,0-0,0,0,0,0,-32.06666667,-52.08333333
10-05-17,4,A2,In Port,At Port,LADEN,25,00-Jan-00,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,16.05.2017,08.05.2017,0,0,0,0,0,0,0,0,0,9.28,9.98,9.63,44584.44,3,9,50,1,32.04 S,052.05 W,0,0,0,0,1.8,0,0,0,0.95,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,28,310,0,160,0,323,24,0,2,0,34783.86,34783.86,0,8.8165,2.75,0,0,0,0-0,0,0,0,0,-32.06666667,-52.08333333
11-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,16.05.2017,08.05.2017,0,0,0,0,0,0,0,0,0,9.28,9.98,9.63,44584.44,3,9,50,1,32.04 S,052.05 W,0,0,0,0,1.81,0,0,0,1.04,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,28,310,0,0,0,310,24,0,0,0,34783.86,34783.86,0,9.1371,2.85,0,0,0,0-0,0,0,0,0,-32.06666667,-52.08333333
12-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,16.05.2017,08.05.2017,0,0,0,0,0,0,0,0,0,9.02,9.97,9.495,44342.2,3,9,50,1,32.04 S,052.05 W,0,0,0,0,1.8,0,0,0,0.96,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,30,275,0,275,0,275,23,0,1,0,34783.86,34783.86,0,8.84856,2.76,0,0,0,0-0,0,0,0,0,-32.06666667,-52.08333333
13-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,17.05.2017,08.05.2017,0,0,0,0,0,0,0,0,0,9.1,10.2,9.65,43715.59,3,9,50,1,32.04 S,052.05 W,0,0,0,0,1.8,0,0,0,0.96,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,29,0,0,325,0,325,0,0,24,0,34099.88,34099.88,683.98,8.84856,2.76,0,0,0,0-0,0,0,0,0,-32.06666667,-52.08333333
14-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,17.05.2017,08.05.2017,0,0,0,0,0,0,0,0,0,6.9,9.6,8.25,43715.59,3,9,50,1,32.04 S,052.05 W,0,0,0,0,1.81,0,0,0,0.98,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,29,0,0,315,0,315,0,0,24,0,26605.1,26605.1,7494.78,8.94474,2.79,0,0,0,0-0,0,0,0,0,-32.06666667,-52.08333333
15-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,17.05.2017,08.05.2017,0,0,0,0,0,0,0,0,0,6.4,9.01,7.705,34648.63,3,9,50,1,32.04 S,052.05 W,0,0,0,0,1.82,0,0,0,1.01,0,0,0,0,0,0,120,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,11,27,0,0,320,0,320,0,0,24,0,24151.22,24151.22,2453.88,9.07298,2.83,0,0,0,0-0,0,0,0,0,-32.06666667,-52.08333333
16-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,18.05.2017,08.05.2017,0,0,0,0,0,0,0,0,0,6.7,7.7,7.2,32283.07,3,9,50,1,32.04 S,052.05 W,0,0,0,0,1.82,0,0,0,1.05,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.2,11,27,0,0,315,0,315,0,0,24,0,22035.14,22035.14,2116.08,9.20122,2.87,0,0,0,0-0,0,0,0,0,-32.06666667,-52.08333333
17-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,20.05.2017,08.05.2017,0,0,0,0,0,0,0,0,0,7,7.5,7.25,31982.3,3,9,50,1,32.04 S,052.05 W,0,0,0,0,1.81,0,0,0,1.06,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,27,0,310,315,0,312,0,2,22,0,21735.14,21735.14,300,9.20122,2.87,0,0,0,0-0,0,0,0,0,-32.06666667,-52.08333333
18-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,21.05.2017,08.05.2017,0,0,0,0,0,0,0,0,0,7,7.5,7.25,31982.3,6,28,50,3,32.04 S,052.05 W,0,0,0,0,1.82,0,0,0,1.04,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,29,0,315,0,0,315,0,24,0,0,18897.9,18897.9,2837.24,9.16916,2.86,0,0,0,0-0,0,0,0,0,-32.06666667,-52.08333333
19-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,21.05.2017,08.05.2017,0,0,0,0,0,0,0,0,RIO GRANDE,6.5,7.08,6.79,31982.3,6,28,50,3,32.04 S,052.05 W,0,0,0,0,1.82,0,0,0,1.01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,29,0,315,0,0,315,0,24,0,0,18897.9,0,0,9.07298,2.83,0,0,0,0-RIO GRANDE,0,0,0,0,-32.06666667,-52.08333333
20-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,21.05.2017,08.05.2017,0,0,0,0,0,0,0,0,RIO GRANDE,6.15,6.42,6.285,26530.14,4,16,50,2,32.04 S,052.05 W,0,0,0,0,1.8,0,0,0,0.95,0,0,0,0,0,0,120,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,30,0,320,0,0,320,0,24,0,0,15172.41,0,3725.49,8.8165,2.75,0,0,0,0-RIO GRANDE,0,0,0,0,-32.06666667,-52.08333333
21-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,21.05.2017,08.05.2017,0,0,0,0,0,0,0,0,RIO GRANDE,6.15,6.42,6.285,26530.14,3,10,270,1,32.04 S,052.05 W,0,0,0,0,1.8,0,0,0,0.92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,30,0,320,0,0,320,0,24,0,0,15172.41,0,0,8.72032,2.72,0,0,0,0-RIO GRANDE,0,0,0,0,-32.06666667,-52.08333333
22-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,25.05.2017,08.05.2017,0,0,0,0,0,0,0,0,RIO GRANDE,5.73,6.71,6.22,25705.12,3,10,90,1,32.04 S,052.05 W,0,0,0,0,1.81,0,0,0,0.91,0,0,0,0,0,0,60,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,27,201,320,0,0,335,5,22,0,0,14922.29,0,250.12,8.72032,2.72,0,0,0,0-RIO GRANDE,0,0,0,0,-32.06666667,-52.08333333
23-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,25.05.2017,08.05.2017,0,0,0,0,0,0,0,0,RIO GRANDE,5.45,6.83,6.14,23687.52,3,10,90,1,32.04 S,052.05 W,0,0,0,0,1.82,0,0,0,0.9,0,0,0,0,0,0,60,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,28,340,200,0,0,375,24,4,0,0,14622.04,0,300.25,8.72032,2.72,0,0,0,0-RIO GRANDE,0,0,0,0,-32.06666667,-52.08333333
24-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,26.05.2017,08.05.2017,0,0,0,0,0,0,0,0,RIO GRANDE,4.82,6.44,5.63,23157.01,3,10,90,1,32.04 S,052.05 W,0,0,0,0,1.83,0,0,0,0.91,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,30,375,0,0,0,375,24,0,0,0,12768.33,0,1853.71,8.78444,2.74,0,0,0,0-RIO GRANDE,0,0,0,0,-32.06666667,-52.08333333
25-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,26.05.2017,08.05.2017,0,0,0,0,0,0,0,0,RIO GRANDE,4.82,6.44,5.63,23157.01,5,20,90,3,32.04 S,052.05 W,0,0,0,0,1.85,0,0,0,0.94,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,29,380,0,0,0,380,24,0,0,0,12768.33,0,0,8.94474,2.79,0,0,0,0-RIO GRANDE,0,0,0,0,-32.06666667,-52.08333333
26-05-17,4,A2,In Port,At Port,LADEN,25,0,26.04.2017,08.05.2017,0,0,0,0,26.04.2017,14-May-01,0,0,27.05.2017,08.05.2017,0,0,0,0,0,0,0,0,RIO GRANDE,4.82,6.44,5.63,23045.16,4,16,90,1,32.04 S,052.05 W,0,0,0,0,1.8,0,0,0,0.91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,29,325,0,0,0,325,24,0,0,0,11845.67,0,922.66,8.68826,2.71,0,0,0,0-RIO GRANDE,0,0,0,0,-32.06666667,-52.08333333
27-05-17,4,A2,In Port,Shifting,LADEN,25,27.05.2017,0,0,0,0,0,0,0,00-Jan-00,28.05.2017,0,0,0,0,0,0,0,0,0,0,RIO GRANDE,PORTO ALEGRE,4.65,4.9,4.775,20350.5,4,16,120,1,31.54 S,052.08 W,0.31,0,0,0,1.88,0,0,0,0.94,0,0,0,0,0,2,60,0,0,3,38.67,15.2,9.77,1392,58.89,68,9250,0,0.5,43,269,276,2.2,12,29,335,0,200,0,365,24,0,2.5,0,8300,0,3545.67,10.00626,3.13,0,0,0,RIO GRANDE-PORTO ALEGRE,0,0,0,0,-31.9,-52.13333333
28-05-17,4,A2,In Port,At Port,LADEN,25,0,28.05.2017,28.05.2017,0,0,0,0,0,00-Jan-00,0,0,30.05.2017,28.05.2017,0,0,0,0,0,0,0,0,PORTO ALEGRE,4.65,4.9,4.775,20350.5,3,8,70,1,30.0 S,051.12 W,4.6,0,0,0,1.91,0,0,0,0.58,0,0,0,0,0,49,0,0,4,2,59.1,222.8,0,907,25.13,30,7200,0,0.4,43,139,159,2.2,12,30,200,0,200,0,400,24,0,24,0,8300,0,0,22.30734,7.09,0,0,0,0-PORTO ALEGRE,0,0,0,0,-30,-51.2
29-05-17,4,A2,In Port,At Port,LADEN,25,0,28.05.2017,28.05.2017,0,0,0,0,0,00-Jan-00,0,0,31.05.2017,28.05.2017,0,0,0,0,0,0,0,0,PORTO ALEGRE,4.4,5.22,4.81,20529.5,3,8,70,1,30.0 S,051.12 W,0,0,0,0,1.92,0,0,0,1.15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,29,350,0,200,0,390,24,0,5,0,7900,0,400,9.84242,3.07,0,0,0,0-PORTO ALEGRE,0,0,0,0,-30,-51.2
30-05-17,4,A2,In Port,At Port,LADEN,25,0,28.05.2017,28.05.2017,0,0,0,0,0,00-Jan-00,0,0,31.05.2017,28.05.2017,0,0,0,0,0,0,0,0,PORTO ALEGRE,4.8,5.3,5.05,22676.4,3,8,70,1,30.0 S,051.12 W,0,0,0,0,1.98,0,0,0,1.22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,27,215,205,210,0,425,21,4,24,0,6934.12,0,965.88,10.2592,3.2,0,0,0,0-PORTO ALEGRE,0,0,0,0,-30,-51.2
31-05-17,4,A2,In Port,At Port,LADEN,25,0,28.05.2017,28.05.2017,0,0,0,0,0,00-Jan-00,0,0,01.05.2017,28.05.2017,0,0,0,0,0,0,0,0,PORTO ALEGRE,4.95,5.2,5.075,19728.8,3,8,70,1,30.0 S,051.12 W,0,0,0,0,2.15,0,0,0,1.15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,26,215,205,210,0,428,19,5,24,0,2119.64,0,3173.72,10.5798,3.3,0,0,0,0-PORTO ALEGRE,0,0,0,0,-30,-51.2
01-06-17,4,A2,In Port,At Port,LADEN,25,00-01-00,28.05.2017,28.05.2017,0,0,00-01-00,0,00-01-00,00-Jan-00,00-01-00,00-01-00,02.05.2017,28.05.2017,00-01-00,0,0,0,0,0,0,0,PORTO ALEGRE,4.5,5.1,4.8,20486.6,3,8,70,1,30.0 S,051.12 W,0,0,0,0,2.23,0,0,0,1.14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2.2,12,27,210,205,205,0,415,21,1,24,0,1475,0,644.64,10.80422,3.37,0,0,0,0-PORTO ALEGRE,0,0,0,0,-30,-51.2
02-06-17,4,A2,At Sea,Noon at sea,BALLAST,26,02.06.2017,0,0,0,0,0,0,0,00-Jan-00,04.06.2017,0,0,0,0,0,0,0,0,0,0,PORTO ALEGRE,RECALADA,4.8,5.1,4.95,20300,3,9,180,1,30.43 S,051.09 W,1.32,0,0,0,2.14,0,0,0,1.23,0,0,0,0,0,12,0,0,0,4,57.92,36.4,0,2420,68.37,70,14750,0,1.4,40,329,353,2.2,12,30,210,0,205,0,395,16,0,24,0,0,0,1475,14.9147,4.69,0,0,0,PORTO ALEGRE-RECALADA,0,0,0,0,-30.71666667,-51.15
04-06-17,4,A2,At Sea,Noon at sea,BALLAST,26,02.06.2017,,,13,22,03.06.2017,1200,0,00-Jan-00,04.06.2017,0,0,0,0,24,335,102,13.25,13.95,0,PORTO ALEGRE,RECALADA,4.8,6.8,5.8,20300,4,14,270,2,35.02 S,053.53 W,19.45,0,0,0,1.96,0,0,0,0,0,0,0,0,0,134,0,0,11,5,87.57,330.1,-1.48,4249,79.14,85,17470,0,2.2,41,357,373,2.2,12,31,415,0,205,0,420,24,0,8,0,0,0,0,66.85106,21.41,0,0,0,PORTO ALEGRE-RECALADA,19.45,190.7311524,1.182631207,0,-35.03333333,-53.88333333
