Corrected Date,Fleet,Vessel Name,Status,Report Type,VoyCondition,VoyageNo,Departure Date,Arrival Date,Berthing Date,CharterPartySpeed,CharterPartyCons,COSP Date,COSP Time,EOSP Date,EOSP Time,ETA,ETB,ETD,Date Berthed,Date Anchored,TOTAL STEAMING TIME,MILES BY GPS,Distance to Go,STW,SOG,Stoppages,DepPort,ArrivalPort,DRAFT FWD,DRAFT AFT,DRAFT,Displacement,WindForce,WindSpeed(kn),WindDirection,SEA STATE,Lattitude,Longitude,FUEL M E HS,FUEL M E LS,FUEL M E MGO HS,FUEL M E MDO,FUEL AUX HS,FUEL AUX LS,FUEL AUX MGO HS,FUEL AUX MDO,FUEL BOILER HS,FUEL BOILER LS,FUEL BOILER MGO HS,FUEL BOILER MDO,CONS MECC,CONS MECYL LOWBN,MECYLLube HighBN,CONS AECC,CONS_HYD,GeneratedFreshWater,ConsumedFreshWater,RPM,EngineDistance,SLIP,POWER kW,METhermalLoad(%),MELoadIndicator,METCNo1RPM,METCNo2RPM,MESCAVPressure(BAR),SCAVTEMP,ExhTempMin,ExhTempMax,LubeOilPressure(BAR),SW TEMP,EngRoomTemp,AUX1Load,AUX2Load,AUX3Load,AUX4Load,TotalAUXLoad,STEAMING.TIME.AUX.1,STEAMING.TIME.AUX.2,STEAMING.TIME.AUX.3,STEAMING.TIME.AUX.4,CARGO TOTAL,TOTAL Cargo Loaded, TOTAL Cargo Discharged,TOTAL CO2,FUEL HS,FUEL LS,FUEL MGO HS,FUEL MDO,Depart_Arrival,FO per 24Hrs,SFOC,SCOC,FUEL MGO LS,lat,long
01-09-16,4,A1,In Port,At Berth,LADEN,22,30-Jul-16,12-Aug-16,25-Aug-16,13.5,22,30-Jul-16,1936,12-Aug-16,2236,12-Aug-16,25-Aug-16,07-Sep-16,25-Aug-16,12-Aug-16,0,0,0,0,0,NIL,SINT EUSTATIUS,ANTONINA,7.23,7.37,7.3,11242.71,3,10,110,0,25-27.0S,048-41.0W,0,0,0,0,1.84,0,0,0,1.12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-,0,0,0,0,0,15,25,0,330,0,-,330,0,24,0,-,10668.12,0,3834.29,9.48976,2.96,0,0,0,SINT EUSTATIUS-ANTONINA,0,0,0,0,-24.55,-47.31666667
02-09-16,4,A1,In Port,At Berth,LADEN,22,30-Jul-16,12-Aug-16,25-Aug-16,13.5,22,30-Jul-16,1936,12-Aug-16,2236,12-Aug-16,25-Aug-16,07-Sep-16,25-Aug-16,12-Aug-16,0,0,0,0,0,NIL,SINT EUSTATIUS,ANTONINA,6.39,6.5,6.45,8305.71,3,9,100,0,25-27.0S,048-41.0W,0,0,0,0,1.9,0,0,0,1.12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-,0,0,0,0,0,14,24,0,345,0,-,345,0,24,0,-,7730.73,0,2937.39,9.68212,3.02,0,0,0,SINT EUSTATIUS-ANTONINA,0,0,0,0,-24.55,-47.31666667
03-09-16,4,A1,In Port,At Berth,LADEN,22,30-Jul-16,12-Aug-16,25-Aug-16,13.5,22,30-Jul-16,1936,12-Aug-16,2236,12-Aug-16,25-Aug-16,07-Sep-16,25-Aug-16,12-Aug-16,0,0,0,0,0,NIL,SINT EUSTATIUS,ANTONINA,6.01,6.13,6.07,6472.72,1,1,0,0,25-27.0S,048-41.0W,0,0,0,0,1.88,0,0,0,1.17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-,0,0,0,0,0,14,24,0,365,365,-,365,0,6,19,-,5897.74,0,1832.99,9.7783,3.05,0,0,0,SINT EUSTATIUS-ANTONINA,0,0,0,0,-24.55,-47.31666667
04-09-16,4,A1,In Port,At Berth,LADEN,22,30-Jul-16,12-Aug-16,25-Aug-16,13.5,22,30-Jul-16,1936,12-Aug-16,2236,12-Aug-16,25-Aug-16,07-Sep-16,25-Aug-16,12-Aug-16,0,0,0,0,0,NIL,SINT EUSTATIUS,ANTONINA,6.01,6.13,6.07,6472.72,1,2,320,0,25-27.0S,048-41.0W,0,0,0,0,1.81,0,0,0,1.16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-,0,0,0,0,0,15,22,0,0,342,-,342,0,0,24,-,5897.74,0,0,9.52182,2.97,0,0,0,SINT EUSTATIUS-ANTONINA,0,0,0,0,-24.55,-47.31666667
05-09-16,4,A1,In Port,At Berth,LADEN,22,30-Jul-16,12-Aug-16,25-Aug-16,13.5,22,30-Jul-16,1936,12-Aug-16,2236,12-Aug-16,25-Aug-16,07-Sep-16,25-Aug-16,12-Aug-16,0,0,0,0,0,NIL,SINT EUSTATIUS,ANTONINA,6.01,6.13,6.07,4184.11,1,2,150,0,25-27.0S,048-41.0W,0,0,0,0,1.83,0,0,0,1.2,0,1.32,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-,0,0,0,0,0,15,25,0,0,308,-,308,0,2,24,-,3609.13,0,2288.61,13.9461,3.03,0,1.32,0,SINT EUSTATIUS-ANTONINA,0,0,0,0,-24.55,-47.31666667
06-09-16,4,A1,In Port,At Berth,LADEN,22,30-Jul-16,12-Aug-16,25-Aug-16,13.5,22,30-Jul-16,1936,12-Aug-16,2236,12-Aug-16,25-Aug-16,07-Sep-16,25-Aug-16,12-Aug-16,0,0,0,0,0,NIL,SINT EUSTATIUS,ANTONINA,5.18,6.15,5.67,11894.56,1,2,90,0,25-27.0S,048-41.0W,0,0,0,0,1.94,0,0,0,1.23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-,0,0,0,0,0,14,25,0,323,0,-,323,0,24,4,-,1733.63,0,1875.5,10.16302,3.17,0,0,0,SINT EUSTATIUS-ANTONINA,0,0,0,0,-24.55,-47.31666667
07-09-16,4,A1,In Port,Noon at Anchor,LADEN,22,30-Jul-16,12-Aug-16,25-Aug-16,13.5,22,30-Jul-16,1936,12-Aug-16,2236,12-Aug-16,25-Aug-16,07-Sep-16,25-Aug-16,12-Aug-16,0,0,0,0,0,NIL,SINT EUSTATIUS,ANTONINA,4.84,6.01,5.43,23219.4,1,3,92,1,25-29.0S,048-27.0W,1.67,0,0,0,2.19,0,0,0,0.94,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-,0,0,0,0,0,15,27,0,370,0,-,370,4,24,0,-,0,0,1733.63,15.23516,4.8,0,0,0,SINT EUSTATIUS-ANTONINA,0,0,0,0,-24.51666667,-47.55
07-09-16,4,A1,In Port,Departure Berth,LADEN,22,30-Jul-16,12-Aug-16,25-Aug-16,13.5,22,30-Jul-16,1936,12-Aug-16,2236,12-Aug-16,25-Aug-16,07-Sep-16,25-Aug-16,12-Aug-16,0,0,0,0,0,NIL,ANTONINA,RECALADA P/S,4.51,6.53,5.52,24114.3,5,18,180,4,25-29.0S,048-27.0W,0,0,0,0,0.8,0,0,0,0.49,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-,0,0,0,0,0,15,27,0,370,0,-,370,4,24,0,-,0,0,0,4.13574,1.29,0,0,0,ANTONINA-RECALADA P/S,0,0,0,0,-24.51666667,-47.55
07-09-16,4,A1,In Port,COSP,BALLAST,23,07-Sep-16,10-Sep-16,11-Sep-16,13.5,22,07-Sep-16,2330,-,-,10-Sep-16,11-Sep-16,19-Sep-16,-,-,0,0,0,0,0,NIL,ANTONINA,RECALADA P/S,4.51,6.53,5.52,24114.3,5,18,180,4,25-39.0S,048-10.0W,0.47,0,0,0,0.2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,15,27,0,323,0,-,323,0,24,0,-,0,0,0,2.10478,0.67,0,0,0,ANTONINA-RECALADA P/S,0,0,0,0,-24.35,-47.83333333
08-09-16,4,A1,At Sea,Noon at sea,BALLAST,23,07-Sep-16,10-Sep-16,11-Sep-16,13.5,22,07-Sep-16,2330,-,-,10-Sep-16,11-Sep-16,19-Sep-16,-,-,12.5,157,740,12.4,12.56,NIL,ANTONINA,RECALADA P/S,4.51,6.45,5.48,24114.3,6,23,200,6,27-24.0S,046-43.0W,11.26,0,0,0,1.26,0,0,0,0,0,0.8,0,0,0,0,100,0,4,5,89.2,157.2,10.4,4425,76,97,16695,-,1.7,46,395,420,2.5,15,27,348,0,351,-,699,16,7,13,-,0,0,0,41.668,12.52,0,0.8,0,ANTONINA-RECALADA P/S,21.6192,203.5706215,0,0,-26.6,-45.28333333
09-09-16,4,A1,At Sea,Noon at sea,BALLAST,23,07-Sep-16,10-Sep-16,11-Sep-16,13.5,22,07-Sep-16,2330,-,-,10-Sep-16,11-Sep-16,19-Sep-16,-,-,24,240,500,9.62,10,NIL,ANTONINA,RECALADA P/S,4.51,6.45,5.48,24114.3,4,15,210,4,30-56.0S,048-47.0W,19.15,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,800,0,11,7,89.1,336,28.6,4410,75,96,16695,-,1.7,46,375,400,2.5,15,37,327,329,0,-,656,24,18,7,-,0,0,0,68.6099,21.95,0,0,0,ANTONINA-RECALADA P/S,19.15,180.9334845,0,0,-29.06666667,-47.21666667
10-09-16,4,A1,At Sea,Noon at sea,BALLAST,23,07-Sep-16,10-Sep-16,11-Sep-16,13.5,22,07-Sep-16,2330,-,-,10-Sep-16,11-Sep-16,19-Sep-16,-,-,24,305,195,12.79,12.71,NIL,ANTONINA,RECALADA P/S,4.51,6.45,5.48,24114.3,5,24,270,4,35-08.0S,052-13.0W,19,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,800,0,11,6,89.3,336.8,9.4,4440,76,96,16756,-,1.7,45,380,400,2.5,14,38,0,248,233,-,481,4,24,6,-,0,0,0,68.27104,21.84,0,0,0,ANTONINA-RECALADA P/S,19,178.3033033,0,0,-34.86666667,-51.78333333
11-09-16,4,A1,At Sea,EOSP,BALLAST,23,07-Sep-16,10-Sep-16,11-Sep-16,13.5,22,07-Sep-16,2330,11-Sep-16,330,10-Sep-16,11-Sep-16,19-Sep-16,-,-,15.5,195,0,12.69,12.58,NIL,ANTONINA,RECALADA P/S,4.51,6.45,5.48,24114.3,5,24,90,4,35-01.0S,055-54.0W,12.5,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,7,2,89.2,217.3,10.26,4425,75,95,16600,-,1.7,46,375,400,2.5,13,36,0,360,0,-,360,0,15.5,0,-,0,0,0,43.8943,14.05,0,0,0,ANTONINA-RECALADA P/S,19.35483871,182.2489521,0,0,-34.98333333,-54.1
11-09-16,4,A1,In Port,At Berth,BALLAST,23,07-Sep-16,10-Sep-16,11-Sep-16,13.5,22,07-Sep-16,2330,11-Sep-16,330,10-Sep-16,11-Sep-16,19-Sep-16,11-Sep-16,-,0,0,0,0,0,NIL,ANTONINA,RECALADA P/S,4.51,6.45,5.48,24114.3,4,15,90,3,34-45.0S,057-39.0W,4.42,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,0,0,0,0,0,10,30,189,194,0,-,383,10,24,5,-,0,0,0,16.00808,5.12,0,0,0,ANTONINA-RECALADA P/S,0,0,0,0,-33.25,-56.35
12-09-16,4,A1,In Port,At Berth,BALLAST,23,07-Sep-16,10-Sep-16,11-Sep-16,13.5,22,07-Sep-16,2330,11-Sep-16,330,10-Sep-16,11-Sep-16,19-Sep-16,11-Sep-16,-,0,0,0,0,0,NIL,ANTONINA,RECALADA P/S,4.51,6.45,5.48,24114.3,4,15,145,3,32-57.0S,060-37.0W,7.56,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-,0,0,0,0,0,10,31,209,207,0,-,416,23,24,0,-,0,0,0,28.44702,9.09,0,0,0,ANTONINA-RECALADA P/S,0,0,0,0,-31.05,-59.38333333
13-09-16,4,A1,In Port,At Berth,BALLAST,23,07-Sep-16,10-Sep-16,11-Sep-16,13.5,22,07-Sep-16,2330,11-Sep-16,330,10-Sep-16,11-Sep-16,19-Sep-16,11-Sep-16,-,0,0,0,0,0,NIL,ANTONINA,RECALADA P/S,4.64,6.63,5.64,24114.3,5,18,190,3,32-36.0S,060-46.0W,0.86,0,0,0,1.58,0,0,0,0.77,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-,0,0,0,0,0,10,30,251,261,0,-,512,15,24,0,-,18888,18888,0,10.21214,3.21,0,0,0,ANTONINA-RECALADA P/S,0,0,0,0,-31.4,-59.23333333
14-09-16,4,A1,In Port,Noon at Anchor,BALLAST,23,07-Sep-16,10-Sep-16,11-Sep-16,13.5,22,07-Sep-16,2330,11-Sep-16,330,10-Sep-16,11-Sep-16,19-Sep-16,11-Sep-16,14-Sep-16,0,0,0,0,0,NIL,ANTONINA,RECALADA P/S,8.44,9.91,9.18,24114.3,5,19,230,4,33-01.0S,060-36.0W,2.29,0,0,0,1.58,0,0,0,0.88,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-,0,0,0,0,0,10,30,0,336,0,-,336,14,21,0,-,27000,8112,0,15.01782,4.75,0,0,0,ANTONINA-RECALADA P/S,0,0,0,0,-32.98333333,-59.4
15-09-16,4,A1,In Port,Noon at Anchor,BALLAST,23,07-Sep-16,10-Sep-16,11-Sep-16,13.5,22,07-Sep-16,2330,11-Sep-16,330,10-Sep-16,11-Sep-16,19-Sep-16,11-Sep-16,14-Sep-16,0,0,0,0,0,NIL,ANTONINA,RECALADA P/S,8.64,9.78,9.21,24114.3,2,6,330,1,33-01.0S,060-36.0W,0,0,0,0,1.79,0,0,0,0.91,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-,0,0,0,0,0,10,29,0,338,0,-,338,0,24,0,-,27000,0,0,8.6562,2.7,0,0,0,ANTONINA-RECALADA P/S,0,0,0,0,-32.98333333,-59.4
16-09-16,4,A1,In Port,Noon at Anchor,BALLAST,23,07-Sep-16,10-Sep-16,11-Sep-16,13.5,22,07-Sep-16,2330,11-Sep-16,330,10-Sep-16,11-Sep-16,19-Sep-16,11-Sep-16,14-Sep-16,0,0,0,0,0,NIL,ANTONINA,RECALADA P/S,8.64,9.78,9.21,24114.3,3,9,330,1,33-01.0S,060-36.0W,0,0,0,0,1.83,0,0,0,0.92,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-,0,0,0,0,0,11,30,0,352,0,-,352,1,24,0,-,27000,0,0,8.8165,2.75,0,0,0,ANTONINA-RECALADA P/S,0,0,0,0,-32.98333333,-59.4
17-09-16,4,A1,In Port,At Berth,LADEN,23,07-Sep-16,10-Sep-16,11-Sep-16,13.5,22,07-Sep-16,2330,11-Sep-16,330,10-Sep-16,11-Sep-16,19-Sep-16,11-Sep-16,14-Sep-16,0,0,0,0,0,NIL,ANTONINA,RECALADA P/S,9.51,9.94,9.73,44082.5,3,9,332,0,33-03.0S,060-34.0W,1.25,0,0,0,2.72,0,0,0,1.02,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-,0,0,0,0,0,10,28,257,253,0,-,510,21,24,0,-,33000,6000,0,15.88294,4.99,0,0,0,ANTONINA-RECALADA P/S,0,0,0,0,-32.95,-59.43333333
18-09-16,4,A1,In Port,At Berth,LADEN,23,07-Sep-16,10-Sep-16,11-Sep-16,13.5,22,07-Sep-16,2330,11-Sep-16,330,10-Sep-16,11-Sep-16,19-Sep-16,11-Sep-16,14-Sep-16,0,0,0,0,0,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,4,15,182,4,34-45.0S,057-38.0W,18.48,0,0,0,1.48,0,0,0,0.15,0,0,0,0,0,71,0,0,0,3,0,0,0,0,0,0,0,-,0,0,0,0,0,10,28,194,186,0,-,380,24,24,0,-,33000,0,0,62.7725,20.11,0,0,0,ROSARIO-PUERTO CABELLO,0,0,0,0,-33.25,-56.36666667
19-09-16,4,A1,In Port,Departure Berth,LADEN,23,07-Sep-16,10-Sep-16,11-Sep-16,13.5,22,07-Sep-16,2330,11-Sep-16,330,10-Sep-16,11-Sep-16,19-Sep-16,11-Sep-16,14-Sep-16,0,0,0,0,0,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,5,19,180,4,34-45.0S,057-38.0W,7.35,0,0,0,1.27,0,0,0,0.52,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,10,28,196,0,0,-,196,15.5,0,0,-,33000,0,0,28.62664,9.14,0,0,0,ROSARIO-PUERTO CABELLO,0,0,0,0,-33.25,-56.36666667
19-09-16,4,A1,In Port,COSP,LADEN,23,19-Sep-16,03-Oct-16,03-Oct-16,13.5,22,19-Sep-16,330,-,-,03-Oct-16,03-Oct-16,12-Oct-16,-,-,0,0,0,0,0,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,5,19,190,5,35-04.0S,055-53.0W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,12,30,196,0,0,-,196,15.5,0,0,-,33000,0,0,0,0,0,0,0,ROSARIO-PUERTO CABELLO,0,0,0,0,-34.93333333,-54.11666667
19-09-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,03-Oct-16,13.5,22,19-Sep-16,330,-,-,03-Oct-16,03-Oct-16,12-Oct-16,-,-,8.5,112,4425,14.11,13.18,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,5,19,190,5,34-52.0S,055-53.0W,6.97,0,0,0,0.7,0,0,0,0,0,0,0,0,0,58,0,0,0,2,89.5,119.5,6.3,4470,81,95,16605,-,1.8,42,380,405,2.5,12,30,253,257,0,-,510,14,24,0,-,33000,0,0,23.94878,7.67,0,0,0,ROSARIO-PUERTO CABELLO,19.68,183.4451902,1.373864982,0,-33.13333333,-54.11666667
20-09-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,03-Oct-16,13.5,22,19-Sep-16,330,-,-,03-Oct-16,03-Oct-16,12-Oct-16,-,-,24,321,4104,12.83,13.38,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,5,20,215,5,31-08.0S,049-29.0W,19.2,0,0,0,2.05,0,0,0,0,0,0,0,0,0,182,0,0,11,4,89.8,338.2,5.2,4515,81,96,16730,-,1.8,47,390,405,2.85,15,30,242,232,0,-,474,4,24,0,-,33000,0,0,66.3611,21.25,0,0,0,ROSARIO-PUERTO CABELLO,19.2,177.1871539,1.511627907,0,-30.86666667,-48.51666667
21-09-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,03-Oct-16,13.5,22,19-Sep-16,330,-,-,03-Oct-16,03-Oct-16,12-Oct-16,-,-,24,283,3821,11.92,11.79,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,6,24,100,6,27-33.0S,56-30.0W,19.33,0,0,0,2.02,0,0,0,0,0,0,0,100,0,168,0,0,11,5,89.6,337.9,16.3,4485,80,95,18682,-,1.7,47,380,400,2.5,15,31,0,0,416,-,416,0,0,24,-,33000,0,0,66.66974,21.35,0,0,0,ROSARIO-PUERTO CABELLO,19.33,179.5800818,1.404682274,0,-26.45,-55.5
22-09-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,03-Oct-16,13.5,22,19-Sep-16,330,-,-,03-Oct-16,03-Oct-16,12-Oct-16,-,-,24,275,3546,11.5,11.46,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,5,21,60,5,24-03.0S,042-39.0W,19.86,0,0,0,2.01,0,0,0,0,0,0,0,0,0,171,0,0,10,3,89.3,336.8,18.3,4440,80,95,16505,-,1.7,46,400,420,2.5,18,37,0,0,424,-,424,0,0,24,-,33000,0,0,68.2881,21.87,0,0,0,ROSARIO-PUERTO CABELLO,19.86,186.3738739,1.444256757,0,-23.95,-41.35
23-09-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,03-Oct-16,13.5,22,19-Sep-16,330,-,-,03-Oct-16,03-Oct-16,12-Oct-16,-,-,24,293,3253,11.75,12.21,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,5,20,80,5,20-26.0S,039-10.0W,19.73,0,0,0,2.03,0,0,0,0,0,0,0,0,0,169,0,0,10,3,89.4,337.2,13.1,4455,78,95,16344,-,1.6,48,400,420,2.5,20,39,0,0,409,-,409,0,0,24,-,33000,0,0,67.9474,21.76,0,0,0,ROSARIO-PUERTO CABELLO,19.73,184.5304901,1.422558923,0,-19.56666667,-38.83333333
24-09-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,03-Oct-16,13.5,22,19-Sep-16,330,-,-,03-Oct-16,03-Oct-16,12-Oct-16,-,-,24,300,2953,12.13,12.5,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,5,20,70,5,15-56.0S,036-54.0W,19.95,0,0,0,2.02,0,0,0,0,0,0,0,0,0,169,0,0,11,3,89.7,338.3,11.3,4500,76,95,16404,-,1.6,49,405,420,2.5,22,40,0,437,0,-,437,0,22,2,-,33000,0,0,68.60042,21.97,0,0,0,ROSARIO-PUERTO CABELLO,19.95,184.7222222,1.408333333,0,-14.06666667,-35.1
25-09-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,03-Oct-16,13.5,22,19-Sep-16,330,-,-,03-Oct-16,03-Oct-16,12-Oct-16,-,-,24,294,2659,12.38,12.25,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,5,19,45,5,11-14.0S,035-24.0W,19.22,0,0,0,1.89,0,0,0,0,0,0,0,0,0,167,0,0,11,3,89.4,337.2,12.8,4455,76,95,16480,-,1.6,47,400,420,2.5,23,43,0,420,0,-,420,0,24,0,-,33000,0,0,65.91042,21.11,0,0,0,ROSARIO-PUERTO CABELLO,19.22,179.7605686,1.405723906,0,-10.76666667,-34.6
26-09-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,03-Oct-16,13.5,22,19-Sep-16,330,-,-,03-Oct-16,03-Oct-16,12-Oct-16,-,-,24,304,2355,11.88,12.67,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,5,19,100,5,06-14.0S,034-28.0W,18.95,0,0,0,1.81,0,0,0,0,0,0,0,0,0,169,0,0,11,3,89.1,336,9.5,4410,80,96,16742,-,1.7,49,405,425,2.5,24,46,0,0,431,-,431,0,9,16,-,33000,0,0,64.81316,20.76,0,0,0,ROSARIO-PUERTO CABELLO,18.95,179.0438398,1.43707483,0,-5.766666667,-33.53333333
27-09-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,03-Oct-16,13.5,22,19-Sep-16,330,-,-,03-Oct-16,03-Oct-16,12-Oct-16,-,-,24,318,2037,13,13.25,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,5,18,100,5,02-43.0S,038-00.0W,18.98,0,0,0,1.89,0,0,0,0,0,0,0,0,0,174,0,0,11,3,89.2,336.4,5.5,4425,79,95,16789,-,1.7,49,405,420,2.5,25,44,0,471,0,-,471,0,24,1,-,33000,0,0,65.16306,20.87,0,0,0,ROSARIO-PUERTO CABELLO,18.98,178.7193974,1.474576271,0,-1.283333333,-38
28-09-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,03-Oct-16,13.5,22,19-Sep-16,330,-,-,03-Oct-16,03-Oct-16,12-Oct-16,-,-,24,315,1722,13.13,13.13,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,5,17,80,5,00-11.0N,042-23.0W,18.9,0,0,0,2.05,0,0,0,0,0,0,0,0,0,179,0,0,11,4,89.5,337.5,6.7,4470,79,95,16776,-,1.7,49,410,425,2.5,27,45,0,453,0,-,453,0,24,0,-,33000,0,0,65.4269,20.95,0,0,0,ROSARIO-PUERTO CABELLO,18.9,176.1744966,1.501677852,0,0.183333333,-41.61666667
29-09-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,03-Oct-16,13.5,22,19-Sep-16,330,-,-,03-Oct-16,03-Oct-16,12-Oct-16,-,-,25,355,1367,13.2,14.2,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,3,10,110,3,03-28.0N,047-19.0W,19.65,0,0,0,2.19,0,0,0,0,0,0,0,0,0,184,0,0,10,4,89.8,352.8,-0.6,4515,79,95,16700,-,1.6,49,410,420,2.5,27,46,0,444,0,-,444,0,25,0,-,33000,0,0,68.21124,21.84,0,0,0,ROSARIO-PUERTO CABELLO,18.864,174.0863787,1.467109635,0,3.466666667,-46.68333333
30-09-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,03-Oct-16,13.5,22,19-Sep-16,330,-,-,03-Oct-16,03-Oct-16,12-Oct-16,-,-,24,341,1026,12.58,14.21,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,3,10,145,3,06-25.0N,052-16.0W,18.6,0,0,0,2.06,0,0,0,0,0,0,0,0,0,164,0,0,10,4,89.7,338.3,-0.8,4500,78,95,16788,-,1.7,49,410,425,2.5,29,47,0,0,440,-,440,0,1,24,-,33000,0,0,64.52476,20.66,0,0,0,ROSARIO-PUERTO CABELLO,18.6,172.2222222,1.366666667,0,6.416666667,-51.73333333
01-10-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,04-Oct-16,13.5,22,19-Sep-16,0330 LT,-,-,03-Oct-16,04-Oct-16,12-Oct-16,-,-,24,321,705,12.96,13.38,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,5,14,100,5,08-58.0N,057-00.0W,18.96,0,0,0,2.12,0,0,0,0,0,0,0,0,0,161,0,0,9,3,89.4,337.2,4.8,4455,79,95,16779,-,1.6,49,410,425,2.5,30,47,0,450,0,-,450,0,16,8,-,33000,0,0,65.83816,21.08,0,0,0,ROSARIO-PUERTO CABELLO,18.96,177.328844,1.355218855,0,8.966666667,-57
02-10-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,04-Oct-16,13.5,22,19-Sep-16,0330 LT,-,-,03-Oct-16,04-Oct-16,12-Oct-16,-,-,24,326,379,13.13,13.58,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,4,13,120,4,11-25.0N,061-48.0W,18.98,0,0,0,2.09,0,0,0,0,0,0,0,0,0,335,0,0,9,3,89.2,336.4,3.09,4425,78,95,16699,-,1.6,49,415,430,2.5,30,48,0,440,0,-,440,0,24,0,-,33000,0,0,65.80426,21.07,0,0,0,ROSARIO-PUERTO CABELLO,18.98,178.7193974,2.838983051,0,11.41666667,-60.2
03-10-16,4,A1,At Sea,Noon at sea,LADEN,23,19-Sep-16,03-Oct-16,04-Oct-16,13.5,22,19-Sep-16,0330 LT,-,-,03-Oct-16,04-Oct-16,12-Oct-16,-,-,24,310,69,12.67,12.92,NIL,ROSARIO,PUERTO CABELLO,9.51,9.94,9.73,44082.5,5,19,45,5,10-55.0N,067-00.0W,18.82,0,0,0,2.05,0,0,0,0,0,0,0,0,0,183,0,0,10,3,89.6,337.9,8.26,4485,75,94,16235,-,1.5,49,415,425,2.5,30,46,0,457,0,-,457,0,21,4,-,33000,0,0,65.17778,20.87,0,0,0,ROSARIO-PUERTO CABELLO,18.82,174.8420661,1.530100334,0,10.91666667,-67
